jnspemda,kodefungsi,fungsi,kodesubfungsi,subfungsi,kodeurusan,urusan/unsur,kodebidang,uraibidang,kodeprogram,uraiprogram,kodekegiatan,uraikegiatan,kodesubkegiatan,uraisubkegiatan,kinerja,indikator,satuan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.03,Penyediaan Peralatan Rumah Tangga,Tersedianya Peralatan Rumah Tangga,Jumlah Paket Peralatan Rumah Tangga yang Disediakan,Paket
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.04,Penyediaan Bahan Logistik Kantor,Tersedianya Bahan Logistik Kantor,Jumlah Paket Bahan Logistik Kantor yang Disediakan,Paket
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.05,Penyediaan Barang Cetakan dan Penggandaan,Tersedianya Barang Cetakan dan Penggandaan,Jumlah Paket Barang Cetakan dan Penggandaan yang Disediakan,Paket
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.06,Penyediaan Bahan Bacaan dan Peraturan Perundang-undangan,Tersedianya Bahan Bacaan dan Peraturan Perundang-undangan,Jumlah Dokumen Bahan Bacaan dan Peraturan Perundang-Undangan yang Disediakan,Dokumen
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.07,Penyediaan Bahan/Material,Tersedianya Bahan/Material,Jumlah Paket Bahan/Material yang Disediakan,Paket
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.08,Fasilitasi Kunjungan Tamu,Terlaksananya Fasilitasi Kunjungan Tamu,Jumlah Laporan Fasilitasi Kunjungan Tamu,Laporan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.09,Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,Terlaksananya Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,Jumlah Laporan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,Laporan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.10,Penatausahaan Arsip Dinamis pada SKPD,Terlaksananya Penatausahaan Arsip Dinamis pada SKPD,Jumlah Dokumen Penatausahaan Arsip Dinamis pada SKPD,Dokumen
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.06,Administrasi Umum Perangkat Daerah,X.XX.01.2.06.11,Dukungan Pelaksanaan Sistem Pemerintahan Berbasis Elektronik pada SKPD,Terlaksananya Dukungan Pelaksanaan Sistem Pemerintahan Berbasis Elektronik pada SKPD,Jumlah Dokumen Dukungan Pelaksanaan Sistem Pemerintahan Berbasis Elektronik pada SKPD,Dokumen
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.01,Pengadaan Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan,Tersedianya Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan,Jumlah Unit Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.02,Pengadaan Kendaraan Dinas Operasional atau Lapangan,Tersedianya Kendaraan Dinas Operasional atau Lapangan,Jumlah Unit Kendaraan Dinas Operasional atau Lapangan yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.03,Pengadaan Alat Besar,Tersedianya Alat Besar,Jumlah Unit Alat Besar yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.04,Pengadaan Alat Angkutan Darat Tak Bermotor,Tersedianya Alat Angkutan Darat Tak Bermotor,Jumlah Unit Alat Angkutan Darat Tak Bermotor yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.05,Pengadaan Mebel,Tersedianya Mebel,Jumlah Paket Mebel yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.06,Pengadaan Peralatan dan Mesin Lainnya,Tersedianya Peralatan dan Mesin Lainnya,Jumlah Unit Peralatan dan Mesin Lainnya yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.07,Pengadaan Aset Tetap Lainnya,Tersedianya Aset Tetap Lainnya,Jumlah Unit Aset Tetap Lainnya yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.08,Pengadaan Aset Tak Berwujud,Tersedianya Aset Tak Berwujud,Jumlah Unit Aset Tak Berwujud yang Disediakan,Unit
KABKOT,10,PENDIDIKAN,90,Pendidikan Lainnya,1,Urusan Wajib yang Berkaitan dengan Pelayanan Dasar,1.01,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,1.01.07,PROGRAM PENDIDIKAN DAYAH,1.01.07.7.01,Pengelolaan Pendidikan Dayah,1.01.07.7.01.01,Pembangunan Sarana dan Prasarana Dayah,Sarana dan Prasarana Dayah Terbangun,Jumlah Sarana dan Prasarana Dayah yang Telah Dibangun,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.09,Pengadaan Gedung Kantor atau Bangunan Lainnya,Tersedianya Gedung Kantor atau Bangunan Lainnya,Jumlah Unit Gedung Kantor atau Bangunan Lainnya yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.10,Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya,Tersedianya Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya,Jumlah Unit Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,X.XX.01.2.07.11,Pengadaan Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya,Tersedianya Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya,Jumlah Unit Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya yang Disediakan,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.08.01,Penyediaan Jasa Surat Menyurat,Terlaksananya Penyediaan Jasa Surat Menyurat,Jumlah Laporan Penyediaan Jasa Surat Menyurat,Laporan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.08.02,"Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik","Tersedianya Jasa Komunikasi, Sumber Daya Air dan Listrik","Jumlah Laporan Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik yang Disediakan",Laporan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.08.03,Penyediaan Jasa Peralatan dan Perlengkapan Kantor,Tersedianya Jasa Peralatan dan Perlengkapan Kantor,Jumlah Laporan Penyediaan Jasa Peralatan dan Perlengkapan Kantor yang Disediakan,Laporan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.08.04,Penyediaan Jasa Pelayanan Umum Kantor,Tersedianya Jasa Pelayanan Umum Kantor,Jumlah Laporan Penyediaan Jasa Pelayanan Umum Kantor yang Disediakan,Laporan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.01,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan","Tersedianya Jasa Pemeliharaan, Biaya Pemeliharaan dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan",Jumlah Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan yang Dipelihara dan dibayarkan Pajaknya,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.02,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan","Tersedianya Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan",Jumlah Kendaraan Dinas Operasional atau Lapangan yang Dipelihara dan dibayarkan Pajak dan Perizinannya,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.03,"Penyediaan Jasa Pemeliharaan, Biaya

Pemeliharaan dan Perizinan Alat Besar","Tersedianya Jasa Pemeliharaan, Biaya Pemeliharaan dan Perizinan Alat Besar",Jumlah Alat Besar yang Dipelihara dan dibayarkan Perizinannya,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.04,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan dan Perizinan Alat Angkutan Darat Tak Bermotor","Tersedianya Jasa Pemeliharaan, Biaya Pemeliharaan dan Perizinan Alat Angkutan Darat Tak Bermotor ",Jumlah Alat Angkutan Darat Tak Bermotor yang Dipelihara dan Dibayarkan Perizinannya,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.05,Pemeliharaan Mebel,Terlaksananya Pemeliharaan Mebel,Jumlah Mebel yang Dipelihara ,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.06,Pemeliharaan Peralatan dan Mesin Lainnya,Terlaksananya Pemeliharaan Peralatan dan Mesin Lainnya,Jumlah Peralatan dan Mesin Lainnya yang Dipelihara ,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.07,Pemeliharaan Aset Tetap Lainnya,Terlaksananya Pemeliharaan Aset Tetap Lainnya,Jumlah Aset Tetap Lainnya yang Dipelihara ,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.08,Pemeliharaan Aset Tak Berwujud,Terlaksananya Pemeliharaan Aset Tak Berwujud,Jumlah Aset Tak Berwujud yang Dipelihara ,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.09,Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya,Terlaksananya Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya,Jumlah Gedung Kantor dan Bangunan Lainnya yang Dipelihara/Direhabilitasi,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.10,Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya,Terlaksananya Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya,Jumlah Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya yang Dipelihara/Direhabilitasi,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.11,Pemeliharaan/Rehabilitasi Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya,Terlaksananya Pemeliharaan/Rehabilitasi Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya,Jumlah Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya yang Dipelihara/Direhabilitasi,Unit
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,X.XX.01.2.09.12,Pemeliharaan/Rehabilitasi Tanah,Terlaksananya Pemeliharaan/Rehabilitasi Tanah,Luas Tanah yang Dilakukan Pemeliharaan/Rehabilitasi ,Ha
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.10,Peningkatan Pelayanan BLUD,X.XX.01.2.10.01,Pelayanan dan Penunjang Pelayanan BLUD,Tersedianya BLUD yang Menyediakan Pelayanan dan Penunjang Pelayanan,Jumlah BLUD yang Menyediakan Pelayanan dan Penunjang Pelayanan,Unit Kerja
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.11,Administrasi Keuangan dan Operasional Kepala Daerah dan Wakil Kepala Daerah,X.XX.01.2.11.01,Penyediaan Gaji dan Tunjangan Kepala Daerah dan Wakil Kepala Daerah,Tersedianya Gaji dan Tunjangan Kepala Daerah dan Wakil Kepala Daerah,Jumlah Orang yang Menerima Gaji dan Tunjangan Kepala Daerah dan Wakil Kepala Daerah,Orang/Bulan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.11,Administrasi Keuangan dan Operasional Kepala Daerah dan Wakil Kepala Daerah,X.XX.01.2.11.02,Penyediaan Pakaian Dinas dan Atribut Kelengkapan Kepala Daerah dan Wakil Kepala Daerah,Tersedianya Pakaian Dinas dan Atribut Kelengkapan Kepala Daerah dan Wakil Kepala Daerah,Jumlah Paket Pakaian Dinas dan Atribut Kelengkapan Kepala Daerah dan Wakil Kepala Daerah yang Disediakan,Paket
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.11,Administrasi Keuangan dan Operasional Kepala Daerah dan Wakil Kepala Daerah,X.XX.01.2.11.03,Pelaksanaan Medical Check Up Kepala Daerah dan Wakil Kepala Daerah,Terlaksananya Medical Check Up Kepala Daerah dan Wakil Kepala Daerah,Jumlah Orang yang Mengikuti Medical Check Up Kepala Daerah dan Wakil Kepala Daerah,Orang
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.11,Administrasi Keuangan dan Operasional Kepala Daerah dan Wakil Kepala Daerah,X.XX.01.2.11.04,Penyediaan Dana Penunjang Operasional Kepala Daerah dan Wakil Kepala Daerah,Tersedianya Dana Penunjang Operasional Kepala Daerah dan Wakil Kepala Daerah,Jumlah Orang yang Menerima Dana Penunjang Operasional Kepala Daerah dan Wakil Kepala Daerah,Orang/Bulan
KABKOT,01,PELAYANAN UMUM,01,"Lembaga Eksekutif dan Legislatif, Keuangan dan Fiskal, serta Urusan Luar Negeri",X,,X.XX,URUSAN PEMERINTAHAN BIDANG XX,X.XX.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA,X.XX.01.2.12,Fasilitasi Kerumahtanggaan Sekretariat Daerah,X.XX.01.2.12.01,Penyediaan Kebutuhan Rumah Tangga Kepala Daerah,Tersedianya Kebutuhan Rumah Tangga Kepala Daerah,Jumlah Paket Kebutuhan Rumah Tangga Kepala Daerah yang Disediakan,Paket
